Candidate_ID,Job_Role,Source,Application_Date,Hiring_Status,Joining_Date
526,Intern,Walk-in,06-01-2023,Hired,Pending
527,Executive,Job Portal,06-08-2025,Unknown,
528,Associate,Job Portal,06-08-2025,Unknown,
529,Intern,Referral,03-10-2025,Hired,28-01-2023
530,Intern,Walk-in,03-08-2024,Unknown,
531,Executive,Walk-in,15-10-2024,Unknown,
532,Intern,Walk-in,10-08-2025,Hired,29-12-2023
533,Executive,Walk-in,06-10-2023,Rejected,
534,Executive,Job Portal,13-03-2025,Rejected,
535,Analyst,Referral,14-10-2023,Rejected,
536,Manager,Referral,18-03-2025,Unknown,
537,Associate,Job Portal,13-12-2022,Hired,16-02-2025
538,Associate,Referral,18-11-2024,Unknown,
539,Analyst,LinkedIn,13-05-2025,Rejected,
540,Executive,Walk-in,10-09-2024,Hired,18-05-2024
541,Analyst,Walk-in,13-01-2025,Rejected,
542,Executive,LinkedIn,10-01-2024,Unknown,
543,Associate,LinkedIn,15-11-2023,Unknown,
544,Manager,LinkedIn,26-04-2023,Rejected,
545,Associate,Job Portal,06-05-2025,Unknown,
546,Associate,Referral,18-07-2023,Unknown,
547,Analyst,Job Portal,27-07-2023,Unknown,
548,Analyst,Walk-in,05-07-2024,Hired,Pending
549,Analyst,Job Portal,15-07-2024,Unknown,
550,Manager,Walk-in,02-03-2025,Rejected,
551,Associate,LinkedIn,11-04-2023,Hired,10-09-2023
552,Manager,LinkedIn,23-11-2024,Hired,Pending
553,Manager,Job Portal,18-04-2024,Unknown,
554,Manager,Job Portal,13-08-2024,Rejected,
555,Associate,LinkedIn,21-06-2025,Unknown,
556,Analyst,LinkedIn,21-06-2025,Rejected,
557,Associate,Referral,17-12-2023,Unknown,
558,Analyst,Job Portal,19-02-2025,Hired,Pending
559,Intern,LinkedIn,29-03-2024,Unknown,
560,Analyst,LinkedIn,02-09-2024,Unknown,
561,Executive,Job Portal,25-12-2022,Unknown,
562,Executive,Referral,14-03-2024,Unknown,
563,Analyst,Walk-in,13-12-2024,Hired,Pending
564,Executive,LinkedIn,23-07-2024,Unknown,
565,Associate,LinkedIn,19-05-2023,Unknown,
566,Intern,Job Portal,21-12-2023,Unknown,
567,Executive,Walk-in,11-03-2025,Rejected,
568,Manager,Referral,25-01-2025,Hired,Pending
569,Manager,Job Portal,08-06-2024,Unknown,
570,Analyst,LinkedIn,30-08-2025,Rejected,
571,Executive,LinkedIn,01-11-2022,Unknown,
572,Executive,Referral,11-11-2023,Hired,08-08-2024
573,Associate,Referral,19-10-2023,Unknown,
574,Executive,LinkedIn,08-05-2023,Unknown,
575,Intern,LinkedIn,17-09-2025,Rejected,
576,Executive,Referral,09-09-2025,Hired,Pending
577,Executive,Walk-in,27-11-2023,Unknown,
578,Analyst,Referral,18-01-2024,Hired,05-06-2024
579,Associate,Job Portal,10-10-2023,Rejected,
580,Manager,Referral,10-04-2023,Rejected,
581,Intern,LinkedIn,11-06-2023,Unknown,
582,Executive,Job Portal,07-03-2024,Hired,Pending
583,Executive,Job Portal,04-10-2025,Hired,27-08-2023
584,Analyst,LinkedIn,22-10-2022,Hired,08-10-2024
585,Intern,Walk-in,10-04-2025,Unknown,
586,Intern,Job Portal,03-12-2023,Hired,08-01-2023
587,Manager,Referral,19-02-2023,Unknown,
588,Manager,Job Portal,05-02-2024,Rejected,
589,Executive,LinkedIn,18-12-2023,Rejected,
590,Intern,Job Portal,24-10-2024,Unknown,
591,Associate,LinkedIn,27-07-2023,Rejected,
592,Associate,Referral,11-08-2024,Rejected,
593,Intern,Job Portal,20-03-2024,Unknown,
594,Associate,Walk-in,27-07-2023,Unknown,
595,Intern,LinkedIn,22-08-2025,Hired,03-03-2023
596,Executive,Walk-in,19-06-2024,Hired,Pending
597,Associate,LinkedIn,16-05-2025,Rejected,
598,Executive,LinkedIn,15-03-2025,Hired,Pending
599,Associate,LinkedIn,28-01-2024,Unknown,
600,Manager,LinkedIn,16-10-2023,Hired,Pending
601,Intern,LinkedIn,02-01-2025,Unknown,
602,Associate,Referral,26-09-2024,Unknown,
603,Associate,Job Portal,16-03-2023,Unknown,
604,Associate,Job Portal,10-05-2023,Unknown,
605,Analyst,LinkedIn,20-12-2022,Unknown,
606,Analyst,Job Portal,01-08-2025,Hired,04-07-2024
607,Associate,Walk-in,26-11-2022,Unknown,
608,Executive,Job Portal,23-10-2024,Rejected,
609,Associate,LinkedIn,08-11-2022,Hired,Pending
610,Executive,Referral,14-11-2022,Rejected,
611,Associate,LinkedIn,24-12-2022,Rejected,
612,Analyst,Referral,19-12-2024,Hired,29-12-2023
613,Intern,LinkedIn,02-08-2023,Unknown,
614,Associate,LinkedIn,01-05-2025,Unknown,
615,Intern,Job Portal,04-02-2024,Rejected,
616,Manager,Walk-in,09-08-2025,Unknown,
617,Manager,Job Portal,19-12-2022,Rejected,
618,Manager,Job Portal,20-01-2024,Hired,16-12-2022
619,Executive,Walk-in,13-06-2025,Rejected,
620,Manager,Walk-in,19-03-2025,Rejected,
621,Analyst,Walk-in,12-06-2023,Unknown,
622,Intern,Walk-in,18-10-2022,Rejected,
623,Analyst,Referral,25-09-2025,Hired,19-11-2024
624,Manager,LinkedIn,17-08-2025,Rejected,
625,Associate,LinkedIn,28-02-2023,Unknown,
626,Associate,LinkedIn,29-06-2024,Rejected,
627,Analyst,LinkedIn,10-06-2025,Hired,Pending
628,Manager,Job Portal,19-11-2023,Unknown,
629,Associate,Walk-in,20-11-2022,Rejected,
630,Intern,Job Portal,02-09-2024,Hired,Pending
631,Intern,LinkedIn,24-08-2023,Rejected,
632,Associate,Walk-in,17-03-2024,Unknown,
633,Intern,Referral,28-03-2023,Hired,05-08-2025
634,Executive,LinkedIn,19-07-2025,Unknown,
635,Manager,Walk-in,26-09-2025,Hired,15-10-2022
636,Manager,Walk-in,30-07-2025,Hired,11-11-2022
637,Executive,LinkedIn,11-04-2025,Rejected,
638,Intern,Walk-in,29-05-2024,Hired,16-03-2023
639,Analyst,Walk-in,17-10-2023,Hired,Pending
640,Executive,Referral,27-04-2023,Unknown,
641,Associate,Job Portal,25-08-2024,Hired,05-08-2025
642,Associate,Walk-in,07-01-2024,Unknown,
643,Associate,LinkedIn,03-03-2023,Rejected,
644,Associate,LinkedIn,30-04-2025,Unknown,
645,Analyst,LinkedIn,18-03-2025,Rejected,
646,Manager,LinkedIn,02-10-2023,Hired,Pending
647,Intern,Walk-in,21-09-2023,Rejected,
648,Manager,Job Portal,30-01-2025,Rejected,
649,Associate,LinkedIn,27-10-2022,Rejected,
650,Intern,Referral,12-01-2025,Unknown,
651,Analyst,Job Portal,09-10-2024,Rejected,
652,Associate,Walk-in,31-07-2024,Unknown,
653,Intern,Referral,25-06-2024,Rejected,
654,Intern,Job Portal,29-07-2023,Rejected,
655,Analyst,Walk-in,17-05-2024,Hired,25-06-2023
656,Analyst,Job Portal,07-06-2025,Unknown,
657,Analyst,LinkedIn,25-10-2024,Unknown,
658,Manager,Referral,18-05-2025,Rejected,
659,Intern,Walk-in,01-04-2024,Unknown,
660,Intern,Referral,21-02-2025,Unknown,
661,Intern,LinkedIn,16-10-2023,Hired,Pending
662,Executive,Job Portal,12-09-2024,Hired,05-03-2025
663,Intern,LinkedIn,08-07-2024,Hired,Pending
664,Manager,Walk-in,16-12-2022,Hired,Pending
665,Analyst,Walk-in,17-03-2024,Rejected,
666,Associate,LinkedIn,02-12-2023,Rejected,
667,Intern,Job Portal,27-01-2025,Rejected,
668,Manager,LinkedIn,21-10-2022,Hired,25-04-2025
669,Associate,Referral,04-06-2023,Unknown,
670,Manager,Referral,20-01-2023,Unknown,
671,Intern,Job Portal,05-06-2023,Unknown,
672,Executive,Referral,31-05-2024,Hired,13-10-2022
673,Analyst,Walk-in,12-07-2025,Unknown,
674,Associate,Referral,04-09-2025,Rejected,
675,Intern,LinkedIn,30-03-2025,Hired,Pending
676,Analyst,Job Portal,18-05-2023,Hired,Pending
677,Analyst,Job Portal,06-10-2023,Unknown,
678,Analyst,LinkedIn,25-10-2022,Unknown,
679,Manager,Referral,25-11-2023,Rejected,
680,Executive,Job Portal,16-07-2024,Rejected,
681,Manager,Walk-in,08-06-2024,Unknown,
682,Analyst,Referral,07-08-2023,Hired,Pending
683,Manager,LinkedIn,02-09-2023,Hired,21-12-2022
684,Intern,Job Portal,19-02-2023,Hired,08-07-2024
685,Analyst,Referral,19-06-2023,Rejected,
686,Executive,LinkedIn,02-12-2022,Rejected,
687,Analyst,LinkedIn,28-08-2023,Rejected,
688,Executive,LinkedIn,06-08-2023,Rejected,
689,Analyst,Walk-in,21-10-2024,Unknown,
690,Executive,Referral,28-08-2024,Unknown,
691,Analyst,Referral,09-04-2025,Unknown,
692,Manager,Job Portal,17-05-2023,Unknown,
693,Analyst,LinkedIn,08-04-2024,Unknown,
694,Manager,Walk-in,20-12-2024,Hired,24-02-2024
695,Analyst,LinkedIn,21-09-2024,Hired,10-09-2025
696,Associate,Walk-in,28-10-2023,Rejected,
697,Intern,Referral,24-05-2024,Hired,18-07-2023
698,Analyst,Job Portal,06-03-2024,Hired,17-08-2023
699,Associate,LinkedIn,17-11-2024,Rejected,
700,Executive,Walk-in,11-10-2023,Hired,28-07-2025
701,Manager,Job Portal,22-10-2024,Hired,Pending
702,Analyst,LinkedIn,26-07-2025,Hired,Pending
703,Intern,LinkedIn,19-11-2024,Rejected,
704,Associate,LinkedIn,14-11-2022,Rejected,
705,Intern,Job Portal,28-12-2024,Hired,09-06-2025
706,Analyst,LinkedIn,04-08-2023,Hired,Pending
707,Intern,Referral,26-04-2023,Hired,16-02-2023
708,Analyst,Walk-in,30-11-2024,Unknown,
709,Associate,Job Portal,23-09-2025,Rejected,
710,Intern,Walk-in,22-03-2024,Rejected,
711,Analyst,LinkedIn,10-02-2025,Unknown,
712,Manager,LinkedIn,05-09-2025,Unknown,
713,Intern,Referral,27-11-2022,Unknown,
714,Intern,Referral,19-12-2022,Rejected,
715,Executive,LinkedIn,13-03-2025,Rejected,
716,Manager,Walk-in,21-01-2024,Hired,07-09-2025
717,Executive,LinkedIn,30-08-2025,Unknown,
718,Analyst,LinkedIn,15-01-2023,Rejected,
719,Intern,LinkedIn,24-12-2023,Hired,18-06-2024
720,Executive,LinkedIn,07-06-2024,Rejected,
721,Manager,LinkedIn,19-09-2024,Unknown,
722,Manager,LinkedIn,14-11-2022,Rejected,
723,Associate,LinkedIn,12-03-2025,Unknown,
724,Analyst,LinkedIn,27-02-2024,Hired,Pending
725,Intern,Job Portal,25-11-2023,Unknown,
726,Manager,LinkedIn,28-07-2023,Unknown,
727,Analyst,LinkedIn,21-05-2024,Unknown,
728,Analyst,LinkedIn,05-03-2025,Hired,28-05-2025
729,Analyst,LinkedIn,22-09-2024,Hired,Pending
730,Analyst,Referral,12-08-2024,Rejected,
731,Intern,LinkedIn,06-05-2024,Hired,Pending
732,Associate,Job Portal,13-03-2023,Rejected,
733,Executive,Job Portal,07-07-2024,Rejected,
734,Executive,LinkedIn,07-08-2024,Hired,Pending
735,Executive,Job Portal,30-03-2023,Unknown,
736,Manager,Referral,10-07-2024,Rejected,
737,Associate,Referral,17-09-2023,Hired,Pending
738,Manager,Walk-in,16-11-2022,Unknown,
739,Manager,LinkedIn,22-01-2023,Hired,Pending
740,Intern,Referral,29-08-2025,Unknown,
741,Associate,LinkedIn,19-12-2022,Unknown,
742,Executive,LinkedIn,24-04-2024,Rejected,
743,Intern,Job Portal,04-10-2023,Unknown,
744,Executive,Walk-in,29-10-2024,Rejected,
745,Associate,Referral,09-05-2023,Hired,Pending
746,Analyst,LinkedIn,15-09-2023,Rejected,
747,Executive,Walk-in,04-01-2025,Rejected,
748,Associate,Referral,03-09-2025,Unknown,
749,Analyst,LinkedIn,06-03-2023,Rejected,
750,Manager,Referral,02-04-2023,Unknown,
751,Executive,Referral,26-05-2023,Hired,08-09-2024
752,Analyst,LinkedIn,05-08-2024,Unknown,
753,Analyst,LinkedIn,10-10-2024,Hired,18-11-2024
754,Intern,LinkedIn,06-12-2023,Rejected,
755,Associate,Referral,29-06-2024,Unknown,
756,Executive,LinkedIn,10-11-2024,Unknown,
757,Analyst,Walk-in,12-10-2023,Rejected,
758,Manager,LinkedIn,24-12-2022,Hired,17-01-2025
759,Manager,Job Portal,28-04-2025,Unknown,
760,Intern,Referral,08-06-2024,Unknown,
761,Manager,LinkedIn,08-04-2023,Hired,25-05-2023
762,Associate,Job Portal,04-09-2023,Rejected,
763,Manager,Walk-in,09-05-2024,Rejected,
764,Executive,LinkedIn,28-09-2023,Unknown,
765,Intern,LinkedIn,12-05-2024,Hired,Pending
766,Analyst,LinkedIn,13-02-2024,Hired,Pending
767,Intern,LinkedIn,08-12-2022,Rejected,
768,Executive,Walk-in,18-02-2024,Hired,10-12-2023
769,Analyst,LinkedIn,15-06-2024,Hired,Pending
770,Analyst,LinkedIn,08-05-2023,Hired,04-08-2025
771,Manager,LinkedIn,13-03-2025,Hired,Pending
772,Analyst,LinkedIn,01-01-2024,Hired,14-11-2022
773,Associate,Job Portal,10-07-2023,Hired,Pending
774,Intern,LinkedIn,19-04-2023,Rejected,
775,Analyst,LinkedIn,20-06-2023,Rejected,
776,Analyst,Referral,16-07-2025,Rejected,
777,Associate,Referral,01-09-2024,Hired,15-02-2025
778,Analyst,LinkedIn,02-07-2023,Rejected,
779,Manager,Walk-in,18-07-2023,Rejected,
780,Manager,Job Portal,28-08-2024,Unknown,
781,Analyst,Job Portal,04-03-2024,Unknown,
782,Intern,LinkedIn,29-07-2025,Rejected,
783,Manager,Referral,02-04-2024,Hired,Pending
784,Analyst,LinkedIn,19-05-2025,Rejected,
785,Intern,LinkedIn,06-06-2024,Rejected,
786,Associate,Walk-in,13-08-2025,Unknown,
787,Executive,Job Portal,01-10-2023,Unknown,
788,Intern,Walk-in,09-05-2024,Rejected,
789,Intern,Referral,04-07-2025,Rejected,
790,Manager,Walk-in,13-10-2024,Rejected,
791,Analyst,Job Portal,25-04-2023,Hired,13-01-2024
792,Intern,LinkedIn,01-05-2023,Rejected,
793,Associate,LinkedIn,06-04-2024,Unknown,
794,Analyst,Walk-in,13-04-2023,Rejected,
795,Intern,Referral,02-07-2025,Rejected,
796,Analyst,LinkedIn,11-06-2024,Hired,Pending
797,Manager,LinkedIn,21-02-2023,Rejected,
798,Associate,LinkedIn,12-04-2023,Rejected,
799,Manager,LinkedIn,22-05-2024,Rejected,
800,Executive,Referral,21-05-2025,Rejected,
801,Manager,Walk-in,21-07-2023,Hired,Pending
802,Executive,LinkedIn,24-03-2025,Unknown,
803,Manager,Walk-in,25-07-2023,Hired,Pending
804,Associate,Referral,23-11-2022,Unknown,
805,Intern,Referral,09-08-2023,Hired,22-06-2023
806,Executive,Job Portal,29-08-2025,Rejected,
807,Manager,Referral,17-11-2024,Rejected,
808,Executive,Walk-in,15-06-2025,Rejected,
809,Analyst,Referral,25-07-2025,Rejected,
810,Executive,Referral,25-07-2025,Unknown,
811,Analyst,Walk-in,19-02-2025,Unknown,
812,Associate,LinkedIn,07-03-2023,Hired,28-04-2024
813,Associate,Walk-in,07-08-2024,Hired,11-10-2024
814,Associate,Job Portal,09-04-2025,Unknown,
815,Executive,LinkedIn,30-05-2024,Hired,22-07-2023
816,Intern,Job Portal,19-11-2022,Rejected,
817,Intern,Referral,30-04-2025,Hired,05-08-2024
818,Manager,LinkedIn,18-05-2023,Rejected,
819,Analyst,Referral,30-04-2024,Hired,Pending
820,Analyst,LinkedIn,21-08-2023,Unknown,
821,Manager,LinkedIn,26-08-2024,Rejected,
822,Intern,Referral,01-06-2025,Hired,04-09-2023
823,Executive,Walk-in,11-11-2023,Hired,12-12-2022
824,Manager,Job Portal,08-05-2025,Rejected,
825,Executive,LinkedIn,29-12-2022,Rejected,
826,Associate,LinkedIn,28-06-2025,Hired,03-03-2024
827,Manager,Job Portal,10-01-2023,Unknown,
828,Manager,Job Portal,18-10-2023,Rejected,
829,Manager,LinkedIn,09-04-2023,Unknown,
830,Analyst,LinkedIn,17-01-2025,Rejected,
831,Executive,Walk-in,11-02-2025,Hired,02-01-2024
832,Executive,Walk-in,20-09-2023,Rejected,
833,Intern,LinkedIn,03-11-2023,Rejected,
834,Analyst,Walk-in,06-10-2024,Hired,18-04-2023
835,Manager,LinkedIn,08-02-2025,Rejected,
836,Associate,Walk-in,05-10-2024,Rejected,
837,Intern,Referral,05-06-2025,Unknown,
838,Manager,LinkedIn,19-06-2024,Hired,27-09-2025
839,Associate,Walk-in,29-07-2025,Rejected,
840,Manager,LinkedIn,09-04-2023,Hired,Pending
841,Executive,Walk-in,03-03-2024,Unknown,
842,Associate,LinkedIn,14-12-2024,Rejected,
843,Manager,Walk-in,10-10-2023,Hired,26-02-2025
844,Manager,LinkedIn,26-07-2023,Hired,Pending
845,Associate,LinkedIn,28-11-2023,Hired,Pending
846,Manager,LinkedIn,17-08-2023,Hired,26-01-2023
847,Manager,LinkedIn,27-07-2024,Unknown,
848,Manager,Walk-in,12-11-2024,Unknown,
849,Executive,LinkedIn,27-03-2025,Unknown,
850,Manager,LinkedIn,01-01-2023,Unknown,
851,Intern,LinkedIn,24-07-2023,Hired,Pending
852,Manager,Referral,05-01-2024,Unknown,
853,Executive,LinkedIn,12-11-2024,Unknown,
854,Executive,Job Portal,05-08-2023,Hired,12-03-2025
855,Manager,Referral,23-04-2025,Hired,07-07-2025
856,Analyst,LinkedIn,27-10-2023,Unknown,
857,Manager,LinkedIn,24-06-2024,Hired,10-05-2024
858,Associate,LinkedIn,03-05-2025,Rejected,
859,Intern,Walk-in,16-12-2023,Rejected,
860,Executive,LinkedIn,27-09-2024,Rejected,
861,Associate,Job Portal,21-03-2023,Unknown,
862,Associate,LinkedIn,13-05-2024,Hired,29-10-2024
863,Executive,LinkedIn,05-08-2024,Rejected,
864,Manager,LinkedIn,09-07-2024,Unknown,
865,Intern,Walk-in,02-02-2024,Rejected,
866,Executive,LinkedIn,07-10-2024,Unknown,
867,Intern,Walk-in,02-07-2024,Hired,Pending
868,Analyst,LinkedIn,10-01-2025,Unknown,
869,Manager,Walk-in,10-03-2025,Rejected,
870,Analyst,Job Portal,23-02-2023,Hired,Pending
871,Manager,Job Portal,17-11-2022,Unknown,
872,Analyst,LinkedIn,12-04-2024,Hired,Pending
873,Intern,LinkedIn,11-08-2025,Rejected,
874,Associate,LinkedIn,12-06-2025,Rejected,
875,Intern,LinkedIn,14-12-2024,Rejected,
876,Analyst,Job Portal,27-12-2022,Rejected,
877,Intern,Walk-in,07-11-2024,Hired,Pending
878,Intern,Referral,29-01-2024,Hired,Pending
879,Executive,Job Portal,08-07-2025,Rejected,
880,Analyst,Referral,04-05-2023,Rejected,
881,Associate,Walk-in,23-07-2025,Rejected,
882,Intern,Referral,12-07-2023,Hired,Pending
883,Intern,LinkedIn,07-04-2025,Hired,08-05-2024
884,Associate,Job Portal,29-07-2024,Hired,Pending
885,Associate,LinkedIn,04-10-2024,Unknown,
886,Associate,Job Portal,04-06-2023,Rejected,
887,Analyst,Referral,23-04-2025,Hired,15-07-2025
888,Manager,LinkedIn,31-10-2022,Unknown,
889,Executive,LinkedIn,20-05-2024,Rejected,
890,Intern,Job Portal,05-08-2025,Hired,01-06-2023
891,Intern,Walk-in,29-08-2024,Unknown,
892,Manager,Job Portal,04-07-2025,Rejected,
893,Executive,Referral,10-01-2023,Rejected,
894,Manager,Walk-in,03-10-2023,Hired,13-09-2025
895,Manager,Job Portal,12-12-2024,Unknown,
896,Analyst,Walk-in,31-12-2024,Hired,26-05-2023
897,Intern,Job Portal,21-02-2024,Hired,Pending
898,Manager,Job Portal,10-12-2023,Hired,Pending
899,Analyst,Job Portal,27-04-2024,Hired,Pending
900,Executive,LinkedIn,16-04-2025,Unknown,
901,Executive,LinkedIn,13-06-2023,Rejected,
902,Associate,LinkedIn,15-09-2024,Hired,Pending
903,Executive,LinkedIn,28-02-2024,Unknown,
904,Intern,Job Portal,17-12-2022,Rejected,
905,Analyst,LinkedIn,06-04-2024,Unknown,
906,Associate,Referral,09-10-2023,Unknown,
907,Manager,Referral,05-03-2023,Unknown,
908,Executive,LinkedIn,02-07-2023,Hired,Pending
909,Analyst,Walk-in,11-04-2025,Rejected,
910,Intern,Walk-in,15-12-2022,Unknown,
911,Intern,Referral,18-04-2024,Hired,12-07-2024
912,Associate,Walk-in,07-07-2023,Hired,Pending
913,Manager,Job Portal,07-12-2023,Unknown,
914,Executive,Job Portal,19-05-2023,Rejected,
915,Executive,LinkedIn,16-05-2025,Hired,16-12-2024
916,Intern,Referral,29-09-2023,Unknown,
917,Analyst,Walk-in,27-10-2023,Rejected,
918,Manager,Referral,27-01-2024,Unknown,
919,Executive,LinkedIn,15-06-2023,Hired,17-06-2025
920,Intern,LinkedIn,22-06-2024,Unknown,
921,Analyst,Walk-in,25-10-2024,Unknown,
922,Manager,LinkedIn,06-03-2024,Unknown,
923,Intern,LinkedIn,13-02-2025,Hired,17-06-2025
924,Executive,Job Portal,31-10-2022,Rejected,
925,Associate,Job Portal,30-07-2024,Unknown,
926,Executive,Job Portal,08-11-2022,Unknown,
927,Associate,Job Portal,02-12-2023,Unknown,
928,Analyst,Walk-in,04-07-2023,Rejected,
929,Manager,Walk-in,21-01-2024,Rejected,
930,Analyst,Referral,23-06-2025,Hired,Pending
931,Associate,LinkedIn,29-01-2025,Unknown,
932,Manager,LinkedIn,27-04-2023,Rejected,
933,Associate,Job Portal,25-04-2023,Hired,Pending
934,Analyst,LinkedIn,08-04-2025,Rejected,
935,Associate,LinkedIn,13-08-2025,Rejected,
936,Manager,Referral,27-11-2024,Unknown,
937,Executive,Job Portal,03-11-2023,Unknown,
938,Intern,Walk-in,22-09-2024,Unknown,
939,Associate,Walk-in,12-08-2024,Rejected,
940,Executive,Job Portal,04-06-2023,Unknown,
941,Associate,Walk-in,24-08-2024,Unknown,
942,Manager,Job Portal,22-02-2024,Rejected,
943,Manager,LinkedIn,29-08-2023,Rejected,
944,Executive,Job Portal,24-08-2025,Unknown,
945,Manager,Walk-in,01-11-2024,Unknown,
946,Executive,LinkedIn,10-05-2025,Hired,Pending
947,Intern,Walk-in,23-07-2024,Rejected,
948,Executive,Job Portal,09-09-2025,Rejected,
949,Intern,LinkedIn,11-10-2024,Hired,Pending
950,Executive,Walk-in,02-03-2024,Unknown,
951,Manager,LinkedIn,06-07-2023,Hired,23-09-2023
952,Associate,Referral,07-03-2024,Hired,26-07-2024
953,Analyst,LinkedIn,30-01-2023,Rejected,
954,Manager,LinkedIn,24-05-2025,Hired,Pending
955,Associate,Referral,21-07-2025,Hired,30-03-2023
956,Analyst,Walk-in,08-09-2024,Unknown,
957,Intern,Referral,14-01-2023,Rejected,
958,Analyst,Walk-in,25-06-2024,Unknown,
959,Associate,LinkedIn,27-09-2024,Hired,10-11-2023
960,Manager,Job Portal,04-03-2025,Rejected,
961,Executive,Walk-in,26-10-2023,Unknown,
962,Intern,LinkedIn,07-08-2023,Hired,30-11-2024
963,Intern,LinkedIn,06-06-2023,Unknown,
964,Executive,Job Portal,10-08-2024,Rejected,
965,Intern,Referral,19-02-2024,Hired,29-04-2025
966,Manager,LinkedIn,05-11-2022,Unknown,
967,Associate,Walk-in,20-05-2025,Hired,01-11-2022
968,Analyst,LinkedIn,04-06-2024,Unknown,
969,Analyst,Walk-in,07-02-2025,Hired,Pending
970,Executive,Walk-in,26-04-2024,Unknown,
971,Intern,Job Portal,07-03-2025,Hired,04-10-2023
972,Analyst,LinkedIn,17-03-2025,Unknown,
973,Executive,LinkedIn,15-08-2024,Rejected,
974,Executive,Job Portal,08-06-2024,Hired,Pending
975,Intern,LinkedIn,15-09-2024,Hired,20-03-2025
976,Manager,Referral,30-09-2025,Hired,02-07-2024
977,Manager,Job Portal,07-06-2025,Unknown,
978,Executive,Job Portal,22-07-2025,Rejected,
979,Intern,Job Portal,17-03-2025,Rejected,
980,Manager,Referral,15-07-2025,Rejected,
981,Manager,Job Portal,15-12-2023,Hired,Pending
982,Associate,Referral,13-10-2023,Hired,29-04-2024
983,Executive,Referral,26-06-2024,Rejected,
984,Associate,LinkedIn,08-10-2024,Rejected,
985,Associate,LinkedIn,21-07-2023,Rejected,
986,Executive,LinkedIn,25-03-2025,Hired,Pending
987,Executive,LinkedIn,20-07-2024,Unknown,
988,Analyst,LinkedIn,23-08-2025,Unknown,
989,Manager,LinkedIn,15-02-2024,Unknown,
990,Intern,Referral,29-04-2025,Hired,11-11-2023
991,Executive,Referral,19-04-2025,Unknown,
992,Intern,Job Portal,18-08-2023,Unknown,
993,Executive,LinkedIn,28-08-2024,Hired,21-02-2025
994,Associate,Job Portal,19-07-2024,Hired,Pending
